latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,field_15
-4.30876,104.21512,318.76,2.18,1.43,2023/09/27,236,Terra,MODIS,67,6.1NRT,300.75,28.48,D,
-3.6432,104.66948,326.87,1.34,1.15,2023/09/27,712,Aqua,MODIS,59,6.1NRT,304.6,21.63,D,
-3.91214,104.51423,326.69,1.29,1.13,2023/09/27,712,Aqua,MODIS,55,6.1NRT,302.71,20.58,D,
-4.08252,104.39442,339.55,1.27,1.12,2023/09/27,712,Aqua,MODIS,84,6.1NRT,307.17,43.5,D,
-4.08088,104.40566,356.49,1.27,1.12,2023/09/27,712,Aqua,MODIS,92,6.1NRT,305.96,91.33,D,
-4.08275,104.40115,358.98,1.27,1.12,2023/09/27,712,Aqua,MODIS,99,6.1NRT,307.12,101.28,D,
-4.26675,104.1194,330.45,1.21,1.1,2023/09/27,712,Aqua,MODIS,46,6.1NRT,303.4,22.43,D,
-4.30615,104.20934,328.52,1.23,1.1,2023/09/27,712,Aqua,MODIS,60,6.1NRT,304.97,21.93,D,
-4.32577,104.2122,327.92,1.23,1.1,2023/09/27,712,Aqua,MODIS,58,6.1NRT,302.72,18.59,D,
-4.347,104.20419,328.95,1.22,1.1,2023/09/27,712,Aqua,MODIS,48,6.1NRT,303.88,19.43,D,
-4.3584,104.19475,334.07,1.22,1.1,2023/09/27,712,Aqua,MODIS,83,6.1NRT,302.79,26.23,D,
-3.28374,103.35667,326.99,1.14,1.06,2023/09/27,712,Aqua,MODIS,77,6.1NRT,304.08,18.1,D,
-3.2175,104.23318,338.95,1.27,1.12,2023/09/27,712,Aqua,MODIS,88,6.1NRT,301.88,46.66,D,
-3.34627,103.69778,346.89,1.18,1.08,2023/09/27,712,Aqua,MODIS,93,6.1NRT,307.3,57.04,D,
-3.34475,103.70826,335.34,1.18,1.08,2023/09/27,712,Aqua,MODIS,62,6.1NRT,305.2,31.27,D,
-3.18141,104.61089,305.39,1.15,1.07,2023/09/27,1454,Terra,MODIS,64,6.1NRT,294.86,6.15,N,
-3.23601,104.2155,307.38,1.21,1.09,2023/09/27,1454,Terra,MODIS,71,6.1NRT,292.89,8.05,N,
-3.22484,104.22481,308.79,1.21,1.09,2023/09/27,1454,Terra,MODIS,76,6.1NRT,293.03,9.13,N,
-3.22631,104.21415,310.14,1.21,1.09,2023/09/27,1454,Terra,MODIS,79,6.1NRT,293.28,10.55,N,
-3.2738,103.34893,305.61,1.37,1.16,2023/09/27,1454,Terra,MODIS,59,6.1NRT,291.61,10.05,N,
-3.91023,104.51968,308.65,1.18,1.08,2023/09/27,1454,Terra,MODIS,75,6.1NRT,294.19,10.18,N,
-4.26965,104.12615,306.2,1.26,1.11,2023/09/27,1454,Terra,MODIS,67,6.1NRT,293.47,8.43,N,
-3.19677,103.43208,326.29,1.26,1.12,2023/09/28,317,Terra,MODIS,79,6.1NRT,301.57,22.7,D,
-3.19836,103.44318,316.42,1.26,1.12,2023/09/28,317,Terra,MODIS,52,6.1NRT,300.59,9.08,D,
-3.70986,104.252,314.19,1.45,1.19,2023/09/28,317,Terra,MODIS,53,6.1NRT,299.94,9.22,D,
-3.80275,104.68575,350.46,1.57,1.23,2023/09/28,317,Terra,MODIS,95,6.1NRT,301.29,105.78,D,
-3.30249,104.55048,319.85,1.5,1.21,2023/09/28,317,Terra,MODIS,67,6.1NRT,302.44,14.41,D,
-3.17738,103.36713,316.02,1.25,1.11,2023/09/28,317,Terra,MODIS,64,6.1NRT,299.78,10.1,D,
-3.68796,104.65076,304.17,2.96,1.64,2023/09/28,1535,Terra,MODIS,59,6.1NRT,290.95,25.32,N,
-3.68278,104.67107,303.21,2.97,1.64,2023/09/28,1535,Terra,MODIS,54,6.1NRT,290.85,23.21,N,
-3.68494,104.66369,304.89,1.46,1.19,2023/09/28,1836,Aqua,MODIS,62,6.1NRT,283.81,12.91,N,
-3.69914,104.65205,338.87,1,1,2023/09/29,657,Aqua,MODIS,88,6.1NRT,304.74,29.03,D,
-3.68766,104.66854,336.65,1,1,2023/09/29,657,Aqua,MODIS,86,6.1NRT,304.51,27.39,D,
-3.68894,104.65965,370.72,1,1,2023/09/29,657,Aqua,MODIS,100,6.1NRT,308.4,107.49,D,
-3.69022,104.65074,349.62,1,1,2023/09/29,657,Aqua,MODIS,94,6.1NRT,303.6,49.2,D,
-3.6915,104.64185,330.75,1,1,2023/09/29,657,Aqua,MODIS,81,6.1NRT,300.65,17.78,D,
-3.68129,104.64944,357.17,1,1,2023/09/29,657,Aqua,MODIS,98,6.1NRT,303,67.2,D,
-3.43915,104.54182,326.18,1,1,2023/09/29,657,Aqua,MODIS,33,6.1NRT,303.77,12.91,D,
-3.44043,104.53291,342.77,1,1,2023/09/29,657,Aqua,MODIS,90,6.1NRT,304.71,37.19,D,
-3.43022,104.54052,326.65,1,1,2023/09/29,657,Aqua,MODIS,74,6.1NRT,301.2,14.08,D,
-3.43151,104.53161,321.66,1,1,2023/09/29,657,Aqua,MODIS,44,6.1NRT,301.57,8.84,D,
-3.3836,104.66341,364.57,1,1,2023/09/29,657,Aqua,MODIS,100,6.1NRT,308.71,83.23,D,
-3.37468,104.66211,337.46,1,1,2023/09/29,657,Aqua,MODIS,73,6.1NRT,304.84,24.37,D,
-3.34851,103.7604,321.68,1.04,1.02,2023/09/29,657,Aqua,MODIS,67,6.1NRT,302.48,10.29,D,
-3.28096,104.16199,321.99,1.02,1.01,2023/09/29,657,Aqua,MODIS,64,6.1NRT,301.14,9.13,D,
-3.33781,103.70541,334.3,1.04,1.02,2023/09/29,657,Aqua,MODIS,85,6.1NRT,303.18,25.2,D,
-3.33915,103.69617,338,1.04,1.02,2023/09/29,657,Aqua,MODIS,88,6.1NRT,301.71,31.36,D,
-3.19464,104.63277,326.39,1,1,2023/09/29,657,Aqua,MODIS,73,6.1NRT,301.99,12.46,D,
-3.25522,104.21334,323.22,1.01,1.01,2023/09/29,657,Aqua,MODIS,56,6.1NRT,298.71,11.71,D,
-3.25652,104.20436,354.57,1.01,1.01,2023/09/29,657,Aqua,MODIS,97,6.1NRT,304.7,63.9,D,
-3.25782,104.19537,344.6,1.01,1.01,2023/09/29,657,Aqua,MODIS,92,6.1NRT,304.67,41.86,D,
-3.30873,103.45404,334.98,1.06,1.03,2023/09/29,657,Aqua,MODIS,85,6.1NRT,302,30.02,D,
-3.31006,103.44464,318.29,1.06,1.03,2023/09/29,657,Aqua,MODIS,53,6.1NRT,300.24,8.86,D,
-3.24696,104.31844,300.88,2.4,1.49,2023/09/29,1440,Terra,MODIS,32,6.1NRT,290.52,10.05,N,
-3.25653,104.32513,302.67,2.4,1.49,2023/09/29,1440,Terra,MODIS,51,6.1NRT,292.01,13.46,N,
-3.73636,104.35585,315.44,2.43,1.5,2023/09/29,1440,Terra,MODIS,91,6.1NRT,293.86,43.98,N,
-3.86464,104.53877,301.69,1.38,1.16,2023/09/30,1518,Terra,MODIS,29,6.1NRT,290.96,6.65,N,
-3.77348,104.60661,324.11,1.4,1.17,2023/09/30,1518,Terra,MODIS,100,6.1NRT,293.46,33.09,N,
-3.77524,104.59427,308.1,1.39,1.17,2023/09/30,1518,Terra,MODIS,73,6.1NRT,293.28,10.4,N,
-4.07832,104.38503,319.43,1.57,1.23,2023/10/01,642,Aqua,MODIS,65,6.1NRT,301.31,16.24,D,
-3.50918,104.66506,325.06,1.46,1.2,2023/10/01,642,Aqua,MODIS,26,6.1NRT,303.7,17.74,D,
-3.70267,104.59766,321.44,1.49,1.21,2023/10/01,642,Aqua,MODIS,48,6.1NRT,300.73,18.52,D,
-3.51718,104.68576,304.41,1.21,1.1,2023/10/01,1904,Aqua,MODIS,47,6.1NRT,290.31,6.23,N,
-3.51813,104.67887,317.3,1.21,1.1,2023/10/01,1904,Aqua,MODIS,95,6.1NRT,290.95,18.13,N,
-3.52789,104.6775,315.97,1.21,1.1,2023/10/01,1904,Aqua,MODIS,92,6.1NRT,290.42,16.73,N,
-4.06329,103.91501,300.19,1.12,1.06,2023/10/01,1904,Aqua,MODIS,21,6.1NRT,289.06,4.1,N,
-3.51559,104.67503,306.51,1.21,1.09,2023/10/01,1904,Aqua,MODIS,68,6.1NRT,290.41,8.29,N,
-3.58703,104.63775,320.67,2.23,1.45,2023/10/02,724,Aqua,MODIS,69,6.1NRT,292.41,32.56,D,
-3.57355,104.65083,368.15,2.24,1.45,2023/10/02,724,Aqua,MODIS,100,6.1NRT,294.35,329.08,D,
-3.98875,103.82768,301.78,1.05,1.02,2023/10/02,1501,Terra,MODIS,44,6.1NRT,290.58,3.67,N,
-3.5702,104.6524,316.55,1,1,2023/10/02,1501,Terra,MODIS,93,6.1NRT,271.38,15.72,N,
-3.56131,104.65115,322.64,1,1,2023/10/02,1501,Terra,MODIS,100,6.1NRT,270.78,21.18,N,
-3.29659,104.56796,303.01,1,1,2023/10/02,1501,Terra,MODIS,53,6.1NRT,270.67,6.9,N,
-3.5364,104.6792,310.17,2.86,1.61,2023/10/03,627,Aqua,MODIS,29,6.1NRT,277.94,23.02,D,
-3.40503,104.6562,316.91,2.86,1.61,2023/10/03,627,Aqua,MODIS,74,6.1NRT,283.11,39.25,D,
-3.40852,104.63086,315.78,2.87,1.62,2023/10/03,627,Aqua,MODIS,68,6.1NRT,281.93,35.69,D,
-3.40219,104.64873,319.75,2.86,1.61,2023/10/03,627,Aqua,MODIS,70,6.1NRT,282.97,47.9,D,
-3.52132,104.67614,312.33,1.03,1.01,2023/10/03,1849,Aqua,MODIS,56,6.1NRT,292.44,9.83,N,
-3.52268,104.68525,315.21,1.03,1.01,2023/10/03,1849,Aqua,MODIS,49,6.1NRT,292.35,11.67,N,
-3.53936,104.6735,324.31,1.03,1.01,2023/10/03,1849,Aqua,MODIS,100,6.1NRT,293.65,20.42,N,
-3.56348,104.65397,312.23,1.03,1.01,2023/10/03,1849,Aqua,MODIS,84,6.1NRT,292.26,11.09,N,
-3.56486,104.66309,301.98,1.03,1.01,2023/10/03,1849,Aqua,MODIS,46,6.1NRT,290.87,4.02,N,
-3.62529,104.63564,300.47,1.03,1.01,2023/10/03,1849,Aqua,MODIS,28,6.1NRT,289.71,3.54,N,
-3.64877,104.66945,307.93,1.03,1.01,2023/10/03,1849,Aqua,MODIS,73,6.1NRT,290.79,7.98,N,
-3.65012,104.67854,300.57,1.03,1.01,2023/10/03,1849,Aqua,MODIS,30,6.1NRT,289.91,3.47,N,
-3.99419,103.95181,300.67,1.08,1.04,2023/10/03,1849,Aqua,MODIS,32,6.1NRT,287.75,4.41,N,
-3.99562,103.96133,300.86,1.07,1.03,2023/10/03,1849,Aqua,MODIS,35,6.1NRT,288.12,4.51,N,
-3.99006,103.96613,309.46,3.47,1.75,2023/10/04,226,Terra,MODIS,38,6.1NRT,291.86,27.23,D,
-3.82702,104.68436,322.05,1.21,1.09,2023/10/04,709,Aqua,MODIS,67,6.1NRT,296.21,14.37,D,
-3.17782,104.65503,319.84,1.22,1.1,2023/10/04,709,Aqua,MODIS,51,6.1NRT,296.57,10,D,
-3.1794,104.64419,319.68,1.22,1.1,2023/10/04,709,Aqua,MODIS,60,6.1NRT,295.41,10.19,D,
-3.30842,104.55338,306.54,1.62,1.25,2023/10/04,1446,Terra,MODIS,68,6.1NRT,293.48,10.64,N,
-3.18159,104.64487,305.77,1.59,1.24,2023/10/04,1446,Terra,MODIS,66,6.1NRT,293.7,9.25,N,
-3.18851,103.41372,310.28,1.98,1.37,2023/10/04,1446,Terra,MODIS,80,6.1NRT,292.77,22.22,N,
-3.90406,104.55943,308.6,1.65,1.26,2023/10/04,1446,Terra,MODIS,26,6.1NRT,293.47,11.86,N,
-3.90446,104.5537,306.62,1.65,1.26,2023/10/04,1446,Terra,MODIS,40,6.1NRT,293.31,9.96,N,
-3.89123,104.56675,303.98,1.65,1.26,2023/10/04,1446,Terra,MODIS,39,6.1NRT,293.53,7.38,N,
-3.89324,104.5522,308.15,1.65,1.26,2023/10/04,1446,Terra,MODIS,69,6.1NRT,293.53,12.67,N,
-3.09507,104.04929,300.52,3.45,1.75,2023/10/04,1932,Aqua,MODIS,29,6.1NRT,288.18,24.92,N,
-3.52606,104.58652,318.35,1.12,1.05,2023/10/05,308,Terra,MODIS,58,6.1NRT,298.77,7.41,D,
-3.38072,103.51648,316.1,1.02,1.01,2023/10/05,308,Terra,MODIS,61,6.1NRT,298.28,6.81,D,
-4.23582,104.20032,316.55,1.09,1.04,2023/10/05,308,Terra,MODIS,64,6.1NRT,298.76,7.35,D,
-3.17617,104.64979,316.59,1.11,1.05,2023/10/05,308,Terra,MODIS,58,6.1NRT,297.5,6.6,D,
-3.18089,103.41014,317.35,1.02,1.01,2023/10/05,308,Terra,MODIS,66,6.1NRT,299.43,6.8,D,
-3.18219,103.41911,316.4,1.02,1.01,2023/10/05,308,Terra,MODIS,64,6.1NRT,299.8,6.23,D,
-3.64985,104.67391,322.18,1.13,1.06,2023/10/05,308,Terra,MODIS,57,6.1NRT,303.22,11.47,D,
-3.18005,104.65476,305.44,2.01,1.38,2023/10/05,1526,Terra,MODIS,41,6.1NRT,293.07,12.19,N,
-4.01063,104.00409,304.35,1.73,1.29,2023/10/05,1526,Terra,MODIS,60,6.1NRT,290.87,9.23,N,
-3.90593,104.54748,302.97,1.91,1.35,2023/10/05,1526,Terra,MODIS,11,6.1NRT,288.63,9.77,N,
-3.53597,104.67611,305.87,1.66,1.27,2023/10/05,1834,Aqua,MODIS,37,6.1NRT,291.83,11.67,N,
-4.32378,104.25831,323.69,1.07,1.03,2023/10/06,654,Aqua,MODIS,56,6.1NRT,302.49,13.64,D,
-4.23862,104.40355,324.66,1.06,1.03,2023/10/06,654,Aqua,MODIS,62,6.1NRT,303.65,12.87,D,
-4.26052,104.18413,319.54,1.08,1.04,2023/10/06,654,Aqua,MODIS,49,6.1NRT,301.45,9.31,D,
-4.26188,104.17457,333.65,1.08,1.04,2023/10/06,654,Aqua,MODIS,83,6.1NRT,300.39,27.49,D,
-4.15161,104.24064,320.64,1.07,1.03,2023/10/06,654,Aqua,MODIS,65,6.1NRT,301.25,9.71,D,
-4.11966,104.3998,339.75,1.06,1.03,2023/10/06,654,Aqua,MODIS,88,6.1NRT,305.74,36.27,D,
-3.91311,104.62314,317.9,1.04,1.02,2023/10/06,654,Aqua,MODIS,23,6.1NRT,299.82,6.84,D,
-3.91324,104.55726,345.33,1.04,1.02,2023/10/06,654,Aqua,MODIS,92,6.1NRT,303.27,44.44,D,
-3.91455,104.54801,340.07,1.04,1.02,2023/10/06,654,Aqua,MODIS,89,6.1NRT,302.52,35.78,D,
-3.91587,104.53876,331.65,1.04,1.02,2023/10/06,654,Aqua,MODIS,82,6.1NRT,301.43,23.04,D,
-3.90547,104.5467,346.49,1.04,1.02,2023/10/06,654,Aqua,MODIS,93,6.1NRT,305.11,49.21,D,
-3.90678,104.53745,371.22,1.04,1.02,2023/10/06,654,Aqua,MODIS,100,6.1NRT,303.46,118.65,D,
-3.70452,104.47058,315.38,1.04,1.02,2023/10/06,654,Aqua,MODIS,33,6.1NRT,298.77,3.78,D,
-3.70586,104.46132,317.5,1.04,1.02,2023/10/06,654,Aqua,MODIS,45,6.1NRT,301,5.88,D,
-3.6691,104.58791,322.43,1.04,1.02,2023/10/06,654,Aqua,MODIS,52,6.1NRT,301.52,11.45,D,
-3.64952,104.65999,340.07,1.03,1.01,2023/10/06,654,Aqua,MODIS,89,6.1NRT,305.5,32.58,D,
-3.48475,103.43987,316.91,1.14,1.06,2023/10/06,654,Aqua,MODIS,55,6.1NRT,300.04,6.32,D,
-3.35287,103.72017,322.56,1.1,1.05,2023/10/06,654,Aqua,MODIS,50,6.1NRT,300.5,10.52,D,
-3.1824,104.64617,330.55,1.03,1.01,2023/10/06,654,Aqua,MODIS,55,6.1NRT,305.95,16.56,D,
-3.54365,104.65477,324,3.45,1.75,2023/10/06,1429,Terra,MODIS,100,6.1NRT,295.78,117.87,N,
-3.54786,104.65009,323.14,3.45,1.75,2023/10/06,1429,Terra,MODIS,100,6.1NRT,295.57,114.86,N,
-3.18149,104.64359,302.01,3.41,1.74,2023/10/06,1429,Terra,MODIS,46,6.1NRT,291.34,18.66,N,
-3.01748,103.81396,311.35,1.66,1.27,2023/10/06,1917,Aqua,MODIS,82,6.1NRT,293.1,21.5,N,
-3.54134,104.66172,324.34,1.97,1.37,2023/10/06,1917,Aqua,MODIS,100,6.1NRT,296.19,57.83,N,
-3.55185,104.66416,324.41,1.12,1.06,2023/10/07,251,Terra,MODIS,59,6.1NRT,302.99,13.07,D,
-3.5643,104.1238,325.23,1.2,1.09,2023/10/07,251,Terra,MODIS,75,6.1NRT,302.21,17.8,D,
-3.64426,104.66512,325,1.12,1.06,2023/10/07,251,Terra,MODIS,54,6.1NRT,303.11,13.6,D,
-3.25527,104.5932,337.08,1.14,1.06,2023/10/07,251,Terra,MODIS,75,6.1NRT,301,35.41,D,
-3.29954,104.56631,324.39,1.14,1.07,2023/10/07,251,Terra,MODIS,55,6.1NRT,304.59,12.38,D,
-4.25943,104.11013,315.04,3.41,1.74,2023/10/07,735,Aqua,MODIS,30,6.1NRT,296.22,30.4,D,
-3.03726,104.05064,314.77,3.55,1.77,2023/10/07,735,Aqua,MODIS,45,6.1NRT,295.83,35.6,D,
-3.91598,104.62262,317.79,3.8,1.82,2023/10/07,735,Aqua,MODIS,67,6.1NRT,293.27,60.23,D,
-3.38853,104.66653,306.75,1.07,1.03,2023/10/07,1509,Terra,MODIS,68,6.1NRT,295.03,6.55,N,
-3.37936,104.66522,315.48,1.07,1.03,2023/10/07,1509,Terra,MODIS,91,6.1NRT,295.36,13.39,N,
-3.3878,104.54129,324.72,1.06,1.03,2023/10/07,1509,Terra,MODIS,100,6.1NRT,294.8,23.61,N,
-3.38915,104.53191,304.32,1.06,1.03,2023/10/07,1509,Terra,MODIS,57,6.1NRT,294.3,5.16,N,
-3.35914,103.70509,305.11,1.01,1.01,2023/10/07,1509,Terra,MODIS,57,6.1NRT,290.37,4.5,N,
-3.25948,103.69363,318.01,1.01,1.01,2023/10/07,1509,Terra,MODIS,96,6.1NRT,292.35,14.46,N,
-3.26074,103.68468,311.44,1.01,1.01,2023/10/07,1509,Terra,MODIS,82,6.1NRT,292.29,8.89,N,
-3.02572,104.04371,322.86,1.03,1.02,2023/10/07,1509,Terra,MODIS,100,6.1NRT,296.98,19.75,N,
-3.02701,104.0346,324.54,1.03,1.01,2023/10/07,1509,Terra,MODIS,100,6.1NRT,296.92,21.63,N,
-3.02607,103.32472,307.39,1,1,2023/10/07,1509,Terra,MODIS,71,6.1NRT,295.7,5.18,N,
-3.02732,103.31586,306.17,1,1,2023/10/07,1509,Terra,MODIS,67,6.1NRT,295.19,4.45,N,
-4.33312,104.24266,309.69,1.03,1.01,2023/10/07,1509,Terra,MODIS,78,6.1NRT,296.42,6.82,N,
-4.32413,104.24138,315.95,1.03,1.01,2023/10/07,1509,Terra,MODIS,92,6.1NRT,296.91,11.63,N,
-4.31,104.2765,306.35,1.03,1.01,2023/10/07,1509,Terra,MODIS,63,6.1NRT,296.23,4.57,N,
-3.87378,104.68982,309.25,1.07,1.03,2023/10/07,1509,Terra,MODIS,77,6.1NRT,295.36,8.12,N,
-3.88861,104.51997,306.8,1.05,1.02,2023/10/07,1509,Terra,MODIS,69,6.1NRT,294.85,6.35,N,
-3.68203,104.61149,306.47,1.06,1.03,2023/10/07,1509,Terra,MODIS,67,6.1NRT,294.78,6.01,N,
-3.6678,104.5807,305.94,1.06,1.03,2023/10/07,1509,Terra,MODIS,65,6.1NRT,295.05,5.87,N,
-3.64652,104.66399,306.68,1.07,1.03,2023/10/07,1509,Terra,MODIS,67,6.1NRT,295.85,6.11,N,
-3.64788,104.65456,306.68,1.07,1.03,2023/10/07,1509,Terra,MODIS,67,6.1NRT,296.35,6.08,N,
-3.66673,104.52328,309.7,1.06,1.03,2023/10/07,1509,Terra,MODIS,77,6.1NRT,295.04,8.58,N,
-3.60159,104.66118,313.74,1.07,1.03,2023/10/07,1509,Terra,MODIS,87,6.1NRT,297.17,11.55,N,
-3.60293,104.65174,343.01,1.07,1.03,2023/10/07,1509,Terra,MODIS,100,6.1NRT,301.22,51.73,N,
-3.57979,104.55247,314.88,1.06,1.03,2023/10/07,1509,Terra,MODIS,90,6.1NRT,295.45,12.29,N,
-3.57067,104.55116,316.16,1.06,1.03,2023/10/07,1509,Terra,MODIS,92,6.1NRT,295.32,13.46,N,
-3.54741,104.65679,325.43,1.07,1.03,2023/10/07,1509,Terra,MODIS,100,6.1NRT,299.1,22.85,N,
-3.53825,104.65547,310.29,1.07,1.03,2023/10/07,1509,Terra,MODIS,30,6.1NRT,297.39,7.68,N,
-3.01714,104.05029,303.42,3.75,1.81,2023/10/07,1819,Aqua,MODIS,55,6.1NRT,288.38,39.46,N,
-3.02633,104.0437,303.72,3.75,1.81,2023/10/07,1819,Aqua,MODIS,57,6.1NRT,287.52,38.56,N,
-3.02646,104.05272,312.63,2.74,1.58,2023/10/08,332,Terra,MODIS,62,6.1NRT,289.27,27.5,D,
-3.0311,104.04546,312.44,2.74,1.58,2023/10/08,332,Terra,MODIS,54,6.1NRT,289.75,27.4,D,
-3.72597,103.87887,319.29,1.93,1.36,2023/10/08,640,Aqua,MODIS,68,6.1NRT,298.74,24.35,D,
-3.57565,104.62074,321.9,1.68,1.27,2023/10/08,640,Aqua,MODIS,44,6.1NRT,299.85,22.01,D,
-3.57774,104.61586,318.76,1.68,1.27,2023/10/08,640,Aqua,MODIS,20,6.1NRT,300.18,16.53,D,
-3.47892,104.57995,323.01,1.68,1.28,2023/10/08,640,Aqua,MODIS,26,6.1NRT,303.18,20.46,D,
-3.35999,103.69789,315.27,1.96,1.37,2023/10/08,640,Aqua,MODIS,50,6.1NRT,294.86,22.81,D,
-3.19131,104.25715,314.5,1.77,1.3,2023/10/08,640,Aqua,MODIS,54,6.1NRT,295.55,14.87,D,
-3.09867,104.03719,310.64,1.83,1.32,2023/10/08,640,Aqua,MODIS,21,6.1NRT,287.93,11.86,D,
-3.03972,104.02881,317.46,1.83,1.32,2023/10/08,640,Aqua,MODIS,22,6.1NRT,291.07,19.38,D,
-3.02569,104.04332,322.13,1.82,1.32,2023/10/08,640,Aqua,MODIS,57,6.1NRT,294.28,30.83,D,
-3.03039,104.03735,328.15,1.82,1.32,2023/10/08,640,Aqua,MODIS,56,6.1NRT,294.96,44.04,D,
-4.33392,104.29548,318.92,1.83,1.32,2023/10/08,640,Aqua,MODIS,64,6.1NRT,292.74,21.18,D,
-3.60342,104.6603,305.05,1.11,1.05,2023/10/08,1902,Aqua,MODIS,63,6.1NRT,293.38,6.81,N,
-3.60197,104.65049,304.15,1.11,1.05,2023/10/08,1902,Aqua,MODIS,59,6.1NRT,292.93,6.23,N,
-3.02286,104.03722,303.41,1.04,1.02,2023/10/08,1902,Aqua,MODIS,55,6.1NRT,292.83,4.88,N,
-3.02422,104.04646,311,1.04,1.02,2023/10/08,1902,Aqua,MODIS,81,6.1NRT,293.61,10.22,N,
-3.35156,103.70336,305.26,1.03,1.01,2023/10/08,1902,Aqua,MODIS,32,6.1NRT,286.69,8.33,N,
-3.55523,104.65717,307.99,1.11,1.05,2023/10/08,1902,Aqua,MODIS,71,6.1NRT,291.88,9.09,N,
-3.69045,104.62212,303.48,1.11,1.05,2023/10/08,1902,Aqua,MODIS,55,6.1NRT,291.93,5.74,N,
-3.58402,104.65857,301.24,1.2,1.09,2023/10/09,1454,Terra,MODIS,31,6.1NRT,287.41,4.1,N,
-3.55507,104.6545,307.67,1.2,1.09,2023/10/09,1454,Terra,MODIS,72,6.1NRT,289.45,7.86,N,
-3.34692,104.66072,303.8,1.19,1.08,2023/10/09,1454,Terra,MODIS,57,6.1NRT,289.07,5.94,N,
-3.31882,104.68382,323.7,1.46,1.2,2023/10/10,315,Terra,MODIS,51,6.1NRT,299.37,16.11,D,
-4.37295,104.18221,325.91,1.4,1.17,2023/10/10,315,Terra,MODIS,78,6.1NRT,298.43,21.31,D,
-4.21859,104.24103,323.47,1.4,1.17,2023/10/10,315,Terra,MODIS,75,6.1NRT,296.28,20.56,D,
-4.16702,104.43972,350.2,1.07,1.03,2023/10/11,705,Aqua,MODIS,89,6.1NRT,303.47,58.2,D,
-3.98752,103.96165,324.59,1.04,1.02,2023/10/11,705,Aqua,MODIS,75,6.1NRT,297.28,14.03,D,
-3.70033,104.15645,325.71,1.06,1.03,2023/10/11,707,Aqua,MODIS,66,6.1NRT,295.99,17.48,D,
-3.17603,104.65739,335.65,1.12,1.05,2023/10/11,707,Aqua,MODIS,85,6.1NRT,304.06,26.53,D,
-4.1033,104.58759,301.28,2.5,1.52,2023/10/11,1437,Terra,MODIS,17,6.1NRT,290.33,12.35,N,
-3.41554,104.46922,303.46,2.49,1.52,2023/10/11,1437,Terra,MODIS,55,6.1NRT,291.64,12.67,N,
-3.2928,104.2135,319.74,1.01,1.01,2023/10/12,300,Terra,MODIS,67,6.1NRT,299.6,9.61,D,
-3.51092,104.506,348.56,1,1,2023/10/12,300,Terra,MODIS,94,6.1NRT,300.49,50.14,D,
-4.02204,103.96898,319.99,1.02,1.01,2023/10/12,300,Terra,MODIS,69,6.1NRT,299.1,10.15,D,
-4.02335,103.97794,317.52,1.02,1.01,2023/10/12,300,Terra,MODIS,64,6.1NRT,299.33,7.9,D,
-4.18269,104.1799,321.7,1.01,1,2023/10/12,300,Terra,MODIS,26,6.1NRT,304.98,9.14,D,
-4.36288,104.15094,322.79,1.01,1,2023/10/12,300,Terra,MODIS,26,6.1NRT,303.85,9.17,D,
-3.17363,104.65985,327.79,1,1,2023/10/12,300,Terra,MODIS,79,6.1NRT,301.92,15.17,D,
-3.02106,104.00809,350.79,1.25,1.11,2023/10/12,1516,Terra,MODIS,100,6.1NRT,296.9,85.67,N,
-3.02265,103.99705,328.38,1.25,1.11,2023/10/12,1516,Terra,MODIS,100,6.1NRT,293.63,33.92,N,
-3.93096,104.65101,305.22,1.33,1.14,2023/10/12,1516,Terra,MODIS,63,6.1NRT,293.39,7.57,N,
-3.68168,104.53587,310,1.32,1.14,2023/10/12,1516,Terra,MODIS,79,6.1NRT,293.2,12.29,N,
-3.51569,104.68674,311.59,1.36,1.15,2023/10/12,1516,Terra,MODIS,82,6.1NRT,294.16,13.48,N,
-3.51747,104.67477,304.53,1.36,1.15,2023/10/12,1516,Terra,MODIS,12,6.1NRT,293.72,6.06,N,
-3.51845,104.68095,312.77,1.36,1.15,2023/10/12,1516,Terra,MODIS,86,6.1NRT,294.59,15.47,N,
-3.02933,104.0206,309.36,1.25,1.11,2023/10/12,1516,Terra,MODIS,77,6.1NRT,292.7,10.27,N,
-3.03091,104.00954,308.74,1.25,1.11,2023/10/12,1516,Terra,MODIS,75,6.1NRT,293.25,9.25,N,
-3.01948,104.01915,315.24,1.25,1.11,2023/10/12,1516,Terra,MODIS,91,6.1NRT,292.42,15.83,N,
-3.02038,104.00075,320.28,2.2,1.44,2023/10/12,1832,Aqua,MODIS,100,6.1NRT,292.85,54.64,N,
-3.02334,104.02009,332.47,2.19,1.44,2023/10/12,1832,Aqua,MODIS,100,6.1NRT,294.24,99.18,N,
-3.03074,104.03539,312.37,3.9,1.84,2023/10/13,338,Terra,MODIS,34,6.1NRT,292.41,42.07,D,
-3.34473,103.38347,312.09,3.49,1.76,2023/10/13,338,Terra,MODIS,62,6.1NRT,291.08,35.32,D,
-3.33983,103.37766,310.6,3.49,1.76,2023/10/13,338,Terra,MODIS,57,6.1NRT,290.65,28.53,D,
-4.34342,104.23924,323.29,1.17,1.07,2023/10/13,652,Aqua,MODIS,67,6.1NRT,297.67,15.24,D,
