latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,field_15
-3.13477,105.41003,309.13,1.6,1.25,2023/03/08,323,Terra,MODIS,42,6.1NRT,293.37,10.13,D,
-2.97681,105.52071,312.99,1.03,1.01,2023/03/22,308,Terra,MODIS,60,6.1NRT,295.56,6.81,D,
-2.97548,105.51163,312.49,1.03,1.01,2023/03/22,308,Terra,MODIS,58,6.1NRT,295.06,6.23,D,
-2.76191,105.56316,314.89,1.03,1.01,2023/03/22,308,Terra,MODIS,48,6.1NRT,296.74,7.03,D,
-2.7606,105.55409,314.91,1.03,1.01,2023/03/22,308,Terra,MODIS,45,6.1NRT,297.03,6.89,D,
-3.15547,104.0691,342.29,1,1,2023/04/04,652,Aqua,MODIS,91,6.1NRT,296.67,38.78,D,
-2.36376,104.07669,314.28,1,1,2023/04/11,652,Aqua,MODIS,56,6.1NRT,297.52,5.3,D,
-1.94896,104.16892,308.43,1.27,1.12,2023/04/13,640,Aqua,MODIS,41,6.1NRT,287.35,7.68,D,
-3.10182,104.09129,320.72,1.38,1.16,2023/04/30,707,Aqua,MODIS,51,6.1NRT,289.77,23.97,D,
-1.9449,104.15755,318.45,1,1,2023/05/02,654,Aqua,MODIS,39,6.1NRT,299.51,9.44,D,
-3.13766,104.15721,346.72,1.35,1.15,2023/05/11,640,Aqua,MODIS,94,6.1NRT,295.94,74.61,D,
-3.13933,104.14522,359.85,1.35,1.15,2023/05/11,640,Aqua,MODIS,94,6.1NRT,295.49,122.5,D,
-3.12906,104.14376,339.91,1.35,1.15,2023/05/11,640,Aqua,MODIS,90,6.1NRT,294.65,55.48,D,
-3.13094,104.15074,363.02,1.35,1.15,2023/05/11,640,Aqua,MODIS,100,6.1NRT,296.21,134.43,D,
-3.13269,104.13876,336.09,1.35,1.15,2023/05/11,640,Aqua,MODIS,88,6.1NRT,295.04,45.17,D,
-2.98709,104.74521,310.88,2.66,1.57,2023/05/12,334,Terra,MODIS,42,6.1NRT,291.84,26.81,D,
-1.94587,104.16661,313.55,2.4,1.49,2023/05/13,625,Aqua,MODIS,68,6.1NRT,296.5,26.37,D,
-2.99758,104.80501,304.48,2.73,1.58,2023/05/24,334,Terra,MODIS,0,6.1NRT,282.19,17.85,D,
-3.07572,105.38947,309.72,1.45,1.19,2023/05/26,319,Terra,MODIS,32,6.1NRT,293.24,8.18,D,
-2.76404,105.55302,308.37,1,1,2023/05/28,302,Terra,MODIS,19,6.1NRT,287.46,4.92,D,
-3.07653,105.38942,313.38,1.1,1.05,2023/06/02,310,Terra,MODIS,54,6.1NRT,299.43,7.46,D,
-1.94598,104.16645,313.86,1.31,1.14,2023/06/04,707,Aqua,MODIS,48,6.1NRT,294.87,9.59,D,
-2.77239,105.54974,315.09,1.53,1.22,2023/06/11,705,Aqua,MODIS,29,6.1NRT,298.07,14.04,D,
-3.01581,105.44795,313.73,1.49,1.21,2023/06/11,705,Aqua,MODIS,55,6.1NRT,297.22,10.67,D,
-3.05927,105.30035,315.14,1.35,1.15,2023/06/22,637,Aqua,MODIS,25,6.1NRT,299.04,11.48,D,
-2.94441,105.47898,314.57,2.61,1.55,2023/06/23,718,Aqua,MODIS,22,6.1NRT,296.07,29.77,D,
-3.05487,105.31553,308.2,2.96,1.64,2023/06/29,334,Terra,MODIS,43,6.1NRT,289.96,24.75,D,
-3.05644,105.30865,308.44,2.96,1.64,2023/06/29,334,Terra,MODIS,39,6.1NRT,289.46,28.17,D,
-3.05509,105.31456,313.36,2.39,1.49,2023/06/30,716,Aqua,MODIS,61,6.1NRT,294.16,28.16,D,
-3.04808,105.33289,310.6,1.41,1.18,2023/07/01,317,Terra,MODIS,13,6.1NRT,292.9,8.17,D,
-2.17631,104.38872,314.1,1.13,1.06,2023/07/09,701,Aqua,MODIS,54,6.1NRT,293.77,9.37,D,
-3.07386,105.38702,312.07,1.55,1.23,2023/07/13,633,Aqua,MODIS,61,6.1NRT,296.73,13.97,D,
-3.09133,104.7141,316.23,1.07,1.03,2023/07/23,659,Aqua,MODIS,61,6.1NRT,297.46,7,D,
-3.11504,105.06094,315.48,1.06,1.03,2023/07/30,659,Aqua,MODIS,64,6.1NRT,294.98,7.76,D,
-3.1164,105.05154,316.16,1.06,1.03,2023/07/30,659,Aqua,MODIS,61,6.1NRT,296.65,8.34,D,
-3.03218,104.23257,316.17,1.01,1.01,2023/07/30,659,Aqua,MODIS,0,6.1NRT,292.35,8.99,D,
-3.06476,105.28965,310.06,1.93,1.36,2023/08/03,629,Aqua,MODIS,31,6.1NRT,289.46,15.33,D,
-2.93055,105.50507,311.5,2.87,1.62,2023/08/04,330,Terra,MODIS,37,6.1NRT,292.32,26.37,D,
-3.05228,105.30537,311.17,2.78,1.59,2023/08/04,330,Terra,MODIS,61,6.1NRT,291.8,27.79,D,
-1.87087,104.18487,317.13,1.48,1.2,2023/08/04,712,Aqua,MODIS,47,6.1NRT,298.95,13.54,D,
-3.06294,105.29181,314.07,3.06,1.66,2023/08/09,724,Aqua,MODIS,53,6.1NRT,294.15,37.94,D,
-3.00356,104.58395,308.76,1.08,1.04,2023/08/10,1459,Terra,MODIS,75,6.1NRT,294.33,7.52,N,
-3.0579,105.29704,311.46,4.11,1.88,2023/08/12,614,Aqua,MODIS,61,6.1NRT,294.67,48.43,D,
-3.08917,105.05257,310.48,1.86,1.33,2023/08/12,1444,Terra,MODIS,80,6.1NRT,292.96,21.89,N,
-2.95501,105.49747,314.45,1.2,1.09,2023/08/15,249,Terra,MODIS,25,6.1NRT,297.61,9.18,D,
-3.093,105.12683,317.73,2.66,1.57,2023/08/16,330,Terra,MODIS,73,6.1NRT,288.87,48.86,D,
-3.16539,104.70593,316.6,2.56,1.54,2023/08/17,627,Aqua,MODIS,62,6.1NRT,294.64,27.84,D,
-3.06863,105.39246,308.98,1.34,1.15,2023/08/18,315,Terra,MODIS,36,6.1NRT,290.96,8.26,D,
-2.89263,105.4458,315.98,1.01,1.01,2023/08/20,258,Terra,MODIS,30,6.1NRT,298.48,7.91,D,
-3.15546,104.85974,318.12,1,1,2023/08/20,654,Aqua,MODIS,37,6.1NRT,299.86,6.91,D,
-3.10615,105.14558,328.82,1.36,1.15,2023/08/22,640,Aqua,MODIS,78,6.1NRT,290.01,36.11,D,
-3.09761,105.13208,353.7,1.36,1.15,2023/08/22,640,Aqua,MODIS,84,6.1NRT,290.03,103.41,D,
-3.13244,104.17815,314.17,1.59,1.24,2023/08/22,640,Aqua,MODIS,61,6.1NRT,294.37,14.32,D,
-3.15084,104.71941,312.51,1.24,1.11,2023/08/25,707,Aqua,MODIS,52,6.1NRT,287.42,6.57,D,
-3.0978,105.05753,315.79,1.01,1,2023/08/27,652,Aqua,MODIS,51,6.1NRT,297.05,7.02,D,
-3.05102,105.30062,310.21,2.7,1.57,2023/08/28,330,Terra,MODIS,57,6.1NRT,293.36,23.76,D,
-3.0097,104.60721,309.99,2.37,1.49,2023/08/28,330,Terra,MODIS,54,6.1NRT,288.54,17.39,D,
-3.00677,104.5865,310.68,2.36,1.48,2023/08/28,330,Terra,MODIS,60,6.1NRT,289.57,19.22,D,
-3.11626,104.81923,306.74,1.39,1.17,2023/08/29,1450,Terra,MODIS,69,6.1NRT,291.68,9.45,N,
-3.09363,105.0574,316.44,1.26,1.12,2023/08/30,313,Terra,MODIS,44,6.1NRT,300.35,11.7,D,
-3.08376,105.05876,336.14,1.26,1.12,2023/08/30,313,Terra,MODIS,88,6.1NRT,296.62,44.24,D,
-3.08218,105.04768,317.99,1.26,1.11,2023/08/30,313,Terra,MODIS,70,6.1NRT,295.92,14.01,D,
-3.00457,104.43804,314.31,1.99,1.38,2023/08/30,718,Aqua,MODIS,0,6.1NRT,298.49,15.82,D,
-3.16379,104.95049,314.61,2.97,1.64,2023/08/31,625,Aqua,MODIS,47,6.1NRT,288.27,39.64,D,
-3.16736,104.92422,325.91,2.99,1.64,2023/08/31,625,Aqua,MODIS,82,6.1NRT,289.8,94.28,D,
-3.16684,104.91956,319.01,2.99,1.64,2023/08/31,625,Aqua,MODIS,49,6.1NRT,290.2,57.5,D,
-2.85088,105.27359,319.85,1.03,1.01,2023/09/01,256,Terra,MODIS,71,6.1NRT,300.06,11.65,D,
-2.85221,105.28263,319.67,1.03,1.01,2023/09/01,256,Terra,MODIS,70,6.1NRT,299.02,11.4,D,
-3.14248,104.74829,328.62,1.06,1.03,2023/09/01,256,Terra,MODIS,76,6.1NRT,303.06,20.37,D,
-3.15158,104.747,328.01,1.06,1.03,2023/09/01,256,Terra,MODIS,70,6.1NRT,303.66,19.18,D,
-2.75394,104.96558,321.64,1.2,1.09,2023/09/01,705,Aqua,MODIS,53,6.1NRT,302.18,11.29,D,
-3.00683,104.4373,322.83,1.12,1.06,2023/09/01,705,Aqua,MODIS,54,6.1NRT,305.06,14.08,D,
-3.15584,104.74007,326.13,1.16,1.07,2023/09/01,705,Aqua,MODIS,59,6.1NRT,303.62,16.06,D,
-3.15431,104.75034,322.16,1.16,1.07,2023/09/01,705,Aqua,MODIS,43,6.1NRT,301.78,11.33,D,
-3.15664,104.86694,322.42,1.18,1.08,2023/09/01,705,Aqua,MODIS,67,6.1NRT,304.95,11.81,D,
-3.01564,104.46617,302.65,3.37,1.73,2023/09/01,1928,Aqua,MODIS,51,6.1NRT,290.98,29.55,N,
-3.01222,104.46178,300.92,3.37,1.73,2023/09/01,1928,Aqua,MODIS,35,6.1NRT,290.75,23.68,N,
-3.05722,105.30415,311.19,3.92,1.84,2023/09/02,336,Terra,MODIS,61,6.1NRT,295.8,40.83,D,
-2.27812,104.25372,307.89,2.04,1.39,2023/09/02,1832,Aqua,MODIS,25,6.1NRT,293.32,19.41,N,
-2.29051,104.25185,317.94,2.04,1.39,2023/09/02,1832,Aqua,MODIS,96,6.1NRT,293.58,41.31,N,
-2.27908,104.24651,308.3,2.04,1.39,2023/09/02,1832,Aqua,MODIS,70,6.1NRT,293.48,21.02,N,
-2.2819,104.26453,307.44,2.04,1.39,2023/09/02,1832,Aqua,MODIS,65,6.1NRT,292.62,19.5,N,
-2.29148,104.24465,304.81,2.04,1.39,2023/09/02,1832,Aqua,MODIS,31,6.1NRT,292.76,14.73,N,
-2.29428,104.26267,309.64,2.04,1.39,2023/09/02,1832,Aqua,MODIS,78,6.1NRT,292.67,23.83,N,
-3.15376,104.67652,319.47,1.05,1.03,2023/09/03,650,Aqua,MODIS,69,6.1NRT,304.37,8.89,D,
-3.07092,104.9948,324.68,1.03,1.01,2023/09/03,650,Aqua,MODIS,71,6.1NRT,300.19,16.89,D,
-2.68997,104.70296,322.41,1.05,1.02,2023/09/03,650,Aqua,MODIS,72,6.1NRT,300.45,12.57,D,
-2.78056,104.076,317.99,1.1,1.05,2023/09/03,650,Aqua,MODIS,49,6.1NRT,299.73,10.46,D,
-2.41796,105.37373,320.53,1.01,1,2023/09/03,650,Aqua,MODIS,37,6.1NRT,301.78,9.47,D,
-2.59765,104.06741,321.78,1.1,1.05,2023/09/03,650,Aqua,MODIS,69,6.1NRT,300.8,14.11,D,
-2.30353,104.25205,340.42,1.08,1.04,2023/09/03,650,Aqua,MODIS,90,6.1NRT,307.62,38.95,D,
-2.30492,104.24253,324.02,1.08,1.04,2023/09/03,650,Aqua,MODIS,55,6.1NRT,303.88,14.14,D,
-2.29432,104.25072,349.37,1.08,1.04,2023/09/03,650,Aqua,MODIS,95,6.1NRT,306.67,57.19,D,
-2.2957,104.2412,341.76,1.08,1.04,2023/09/03,650,Aqua,MODIS,91,6.1NRT,304.06,41.3,D,
-3.11326,104.69219,312.25,1.09,1.04,2023/09/03,1457,Terra,MODIS,84,6.1NRT,294.13,10.94,N,
-3.11193,104.70186,318.36,1.09,1.04,2023/09/03,1457,Terra,MODIS,97,6.1NRT,294.13,16.7,N,
-2.30099,104.2578,306.85,1.12,1.06,2023/09/03,1459,Terra,MODIS,44,6.1NRT,294.98,5.91,N,
-2.30238,104.24788,306.49,1.12,1.06,2023/09/03,1459,Terra,MODIS,41,6.1NRT,294.68,5.61,N,
-2.29161,104.25648,325.29,1.12,1.06,2023/09/03,1459,Terra,MODIS,100,6.1NRT,297.3,24.05,N,
-2.29299,104.24655,340.3,1.12,1.06,2023/09/03,1459,Terra,MODIS,100,6.1NRT,299.57,48.74,N,
-2.29437,104.23663,312.51,1.12,1.06,2023/09/03,1459,Terra,MODIS,50,6.1NRT,295.11,9.92,N,
-2.2836,104.24524,318.91,1.12,1.06,2023/09/03,1459,Terra,MODIS,98,6.1NRT,295.55,16.75,N,
-2.28402,104.26208,320.93,1.62,1.25,2023/09/03,1913,Aqua,MODIS,100,6.1NRT,295.48,35.31,N,
-2.29517,104.26051,305.87,1.62,1.25,2023/09/03,1913,Aqua,MODIS,66,6.1NRT,293.37,12.24,N,
-2.28196,104.24779,325.21,1.61,1.25,2023/09/03,1913,Aqua,MODIS,100,6.1NRT,295.61,44.26,N,
-2.2931,104.24622,303.24,1.61,1.25,2023/09/03,1913,Aqua,MODIS,54,6.1NRT,292.95,8.97,N,
-2.2883,104.2452,340.33,1.47,1.2,2023/09/04,319,Terra,MODIS,90,6.1NRT,302.73,65.08,D,
-2.29016,104.25816,332.96,1.48,1.2,2023/09/04,319,Terra,MODIS,85,6.1NRT,301.35,45.21,D,
-2.29891,104.24373,316.43,1.47,1.2,2023/09/04,319,Terra,MODIS,67,6.1NRT,298.07,14.66,D,
-2.30079,104.2567,321.47,1.48,1.2,2023/09/04,319,Terra,MODIS,75,6.1NRT,299.39,23.13,D,
-2.70162,105.20722,316.2,1.77,1.3,2023/09/04,319,Terra,MODIS,67,6.1NRT,297.8,18.53,D,
-2.67389,104.14118,327.19,1.47,1.2,2023/09/04,319,Terra,MODIS,81,6.1NRT,298.32,33.48,D,
-2.67577,104.15408,324.26,1.47,1.2,2023/09/04,319,Terra,MODIS,78,6.1NRT,296.5,27.76,D,
-2.68036,104.14751,336.37,1.47,1.2,2023/09/04,319,Terra,MODIS,88,6.1NRT,299.11,54.59,D,
-2.28819,104.23931,312.6,3.11,1.67,2023/09/04,1539,Terra,MODIS,85,6.1NRT,293.67,52.37,N,
-2.28501,104.26023,305.02,3.13,1.68,2023/09/04,1539,Terra,MODIS,63,6.1NRT,293.25,28.68,N,
-2.28907,104.23266,307.85,3.11,1.67,2023/09/04,1539,Terra,MODIS,73,6.1NRT,293.25,38.05,N,
-3.12494,105.28914,334.71,1.58,1.24,2023/09/05,637,Aqua,MODIS,88,6.1NRT,294.42,58.15,D,
-3.12295,105.30312,325.35,1.58,1.24,2023/09/05,637,Aqua,MODIS,81,6.1NRT,292.47,34.29,D,
-3.13597,105.2907,352.12,1.58,1.24,2023/09/05,637,Aqua,MODIS,96,6.1NRT,298.81,119.45,D,
-3.13397,105.30468,342.73,1.58,1.24,2023/09/05,637,Aqua,MODIS,92,6.1NRT,295.5,82.18,D,
-3.147,105.29227,314.58,1.58,1.24,2023/09/05,637,Aqua,MODIS,68,6.1NRT,294.93,13.94,D,
-2.286,104.24642,315.11,1.02,1.01,2023/09/05,1900,Aqua,MODIS,87,6.1NRT,272.16,14.4,N,
-2.28733,104.25548,320.27,1.02,1.01,2023/09/05,1900,Aqua,MODIS,95,6.1NRT,278.63,19.18,N,
-2.295,104.24512,301.61,1.02,1.01,2023/09/05,1900,Aqua,MODIS,31,6.1NRT,272.63,5.75,N,
-2.29634,104.25418,306.85,1.02,1.01,2023/09/05,1900,Aqua,MODIS,69,6.1NRT,276.29,8.98,N,
-3.11931,105.29944,331.06,1.04,1.02,2023/09/06,304,Terra,MODIS,84,6.1NRT,296.23,26.02,D,
-3.11801,105.29034,331.78,1.03,1.02,2023/09/06,304,Terra,MODIS,85,6.1NRT,296.37,26.69,D,
-2.29298,104.24967,328.36,1,1,2023/09/06,304,Terra,MODIS,83,6.1NRT,284.15,22.17,D,
-2.2917,104.24087,320.55,1,1,2023/09/06,304,Terra,MODIS,30,6.1NRT,284.15,13.15,D,
-2.29442,104.25681,309.6,1.22,1.1,2023/09/07,1843,Aqua,MODIS,24,6.1NRT,293.77,9.42,N,
-2.29277,104.24598,308.95,1.22,1.1,2023/09/07,1843,Aqua,MODIS,19,6.1NRT,293.46,8.72,N,
-3.10222,104.26141,317.46,1.05,1.02,2023/09/08,703,Aqua,MODIS,63,6.1NRT,298.88,7.09,D,
-3.1289,105.10406,306.75,1.01,1,2023/09/08,1505,Terra,MODIS,65,6.1NRT,294.23,5.49,N,
-2.29209,104.23884,308.86,1,1,2023/09/08,1505,Terra,MODIS,37,6.1NRT,294.49,5.86,N,
-2.29085,104.24768,317.05,1,1,2023/09/08,1505,Terra,MODIS,94,6.1NRT,295.6,12.6,N,
-2.2896,104.25652,309.85,1,1,2023/09/08,1505,Terra,MODIS,48,6.1NRT,294.74,6.67,N,
-2.95932,105.48621,307.93,2.71,1.58,2023/09/09,328,Terra,MODIS,33,6.1NRT,290.92,18.21,D,
-2.9626,105.51003,307.59,2.73,1.58,2023/09/09,328,Terra,MODIS,35,6.1NRT,289.05,18.64,D,
-3.11896,105.104,303.73,1.88,1.34,2023/09/09,1828,Aqua,MODIS,57,6.1NRT,291.89,11.38,N,
-3.16365,104.50963,324.17,1.13,1.06,2023/09/10,648,Aqua,MODIS,71,6.1NRT,297.49,16.29,D,
-3.09464,105.0563,321.87,1.07,1.03,2023/09/10,648,Aqua,MODIS,40,6.1NRT,300.41,12.24,D,
-3.10384,105.05763,325,1.07,1.03,2023/09/10,648,Aqua,MODIS,57,6.1NRT,304.4,15.28,D,
-3.10755,105.09686,322.07,1.07,1.03,2023/09/10,648,Aqua,MODIS,55,6.1NRT,300.33,14,D,
-3.15202,104.97385,373.86,1.08,1.04,2023/09/10,648,Aqua,MODIS,100,6.1NRT,297.22,132.71,D,
-3.12909,105.13542,318.08,1.06,1.03,2023/09/10,648,Aqua,MODIS,47,6.1NRT,297.15,8.46,D,
-3.16126,104.97517,324.51,1.08,1.04,2023/09/10,648,Aqua,MODIS,66,6.1NRT,299.95,13.67,D,
-3.15989,104.98474,321.16,1.08,1.04,2023/09/10,648,Aqua,MODIS,46,6.1NRT,301.16,10.98,D,
-3.13826,105.13675,325.5,1.06,1.03,2023/09/10,648,Aqua,MODIS,72,6.1NRT,297.94,16.48,D,
-3.08358,104.70932,305.85,1.45,1.19,2023/09/10,1448,Terra,MODIS,66,6.1NRT,292.95,8.8,N,
-3.15884,104.51314,307,1.5,1.21,2023/09/10,1448,Terra,MODIS,70,6.1NRT,285.8,12.82,N,
-3.11084,105.09841,304.9,1.36,1.16,2023/09/10,1448,Terra,MODIS,62,6.1NRT,293.03,6.75,N,
-3.125,105.11819,307.8,1.25,1.11,2023/09/11,313,Terra,MODIS,34,6.1NRT,284.93,6.09,D,
-3.12346,105.10722,311.16,1.24,1.11,2023/09/11,313,Terra,MODIS,61,6.1NRT,287.21,9.5,D,
-3.15581,104.53156,314.14,3.21,1.7,2023/09/11,729,Aqua,MODIS,56,6.1NRT,296.11,22.63,D,
-3.05473,105.29505,314.12,3.71,1.8,2023/09/11,729,Aqua,MODIS,56,6.1NRT,295.54,44.92,D,
-3.15918,104.51071,324.44,3.19,1.69,2023/09/11,729,Aqua,MODIS,63,6.1NRT,298.37,75.67,D,
-3.15674,104.51805,311.53,2.13,1.42,2023/09/11,1529,Terra,MODIS,83,6.1NRT,292.4,27.81,N,
-2.54117,105.0827,315.4,1.78,1.31,2023/09/12,633,Aqua,MODIS,0,6.1NRT,291.12,15.09,D,
-3.15046,104.52006,303.35,3.18,1.69,2023/09/12,1431,Terra,MODIS,30,6.1NRT,292.09,26.83,N,
-3.14785,105.09145,304.16,2.86,1.61,2023/09/12,1431,Terra,MODIS,56,6.1NRT,291.94,22.08,N,
-3.15424,104.71381,309.24,1.03,1.01,2023/09/12,1858,Aqua,MODIS,77,6.1NRT,278.1,10.52,N,
-3.15309,104.52003,315.98,1.02,1.01,2023/09/12,1858,Aqua,MODIS,92,6.1NRT,295.96,13.58,N,
-3.15443,104.52903,313.31,1.02,1.01,2023/09/12,1858,Aqua,MODIS,87,6.1NRT,295.26,11.32,N,
-3.13661,105.08881,315.91,1.05,1.02,2023/09/12,1858,Aqua,MODIS,92,6.1NRT,294.59,13.86,N,
-3.13798,105.09811,306.18,1.05,1.02,2023/09/12,1858,Aqua,MODIS,67,6.1NRT,293.57,6.08,N,
-3.06586,105.39471,314.77,1.03,1.01,2023/09/13,253,Terra,MODIS,39,6.1NRT,298.63,7.36,D,
-3.14113,105.08938,333.47,1.05,1.02,2023/09/13,253,Terra,MODIS,85,6.1NRT,301.21,27.65,D,
-3.11754,104.69307,324.3,1.69,1.28,2023/09/13,714,Aqua,MODIS,74,6.1NRT,300.99,26.87,D,
-3.07764,105.02483,337.5,1.79,1.31,2023/09/13,714,Aqua,MODIS,82,6.1NRT,295.12,71.94,D,
-3.08932,105.02657,326.87,1.79,1.31,2023/09/13,714,Aqua,MODIS,67,6.1NRT,295.08,37.44,D,
-3.16179,104.70672,327.94,1.69,1.28,2023/09/13,714,Aqua,MODIS,67,6.1NRT,297.44,29.51,D,
-3.1709,104.72341,324.62,1.69,1.28,2023/09/13,714,Aqua,MODIS,60,6.1NRT,300.79,22.3,D,
-3.15023,105.08797,306.18,1.19,1.08,2023/09/13,1514,Terra,MODIS,66,6.1NRT,294.37,6.78,N,
-3.15175,105.07745,308.18,1.19,1.08,2023/09/13,1514,Terra,MODIS,73,6.1NRT,294.18,8.49,N,
-3.14059,105.08655,314.44,1.19,1.08,2023/09/13,1514,Terra,MODIS,89,6.1NRT,294.83,13.83,N,
-3.16975,104.71748,319.62,1.14,1.06,2023/09/13,1514,Terra,MODIS,99,6.1NRT,293.21,18.6,N,
-3.17117,104.70742,325.76,1.14,1.06,2023/09/13,1514,Terra,MODIS,100,6.1NRT,294.29,26.41,N,
-3.10766,105.08661,334.06,1.19,1.09,2023/09/13,1514,Terra,MODIS,100,6.1NRT,297.21,42.59,N,
-3.10915,105.07607,319.75,1.19,1.08,2023/09/13,1514,Terra,MODIS,99,6.1NRT,295.42,20.63,N,
-3.15887,104.72618,308.43,1.14,1.06,2023/09/13,1514,Terra,MODIS,74,6.1NRT,293.24,8.99,N,
-3.1603,104.71611,305.41,1.14,1.06,2023/09/13,1514,Terra,MODIS,51,6.1NRT,293.24,5.96,N,
-3.16173,104.70605,314.16,1.14,1.06,2023/09/13,1514,Terra,MODIS,80,6.1NRT,293.61,12.56,N,
-3.16316,104.696,323.73,1.13,1.06,2023/09/13,1514,Terra,MODIS,100,6.1NRT,294.58,23.53,N,
-3.09801,105.0852,308.81,1.19,1.09,2023/09/13,1514,Terra,MODIS,75,6.1NRT,293.26,10.19,N,
-3.09951,105.07467,312.12,1.19,1.08,2023/09/13,1514,Terra,MODIS,84,6.1NRT,294.16,13.25,N,
-3.13485,104.69189,305.76,1.13,1.06,2023/09/13,1514,Terra,MODIS,64,6.1NRT,293.1,6.33,N,
-3.13629,104.68186,309.23,1.13,1.06,2023/09/13,1514,Terra,MODIS,76,6.1NRT,293.41,8.97,N,
-3.05527,104.47128,307.52,1.11,1.05,2023/09/13,1514,Terra,MODIS,71,6.1NRT,293.43,7.42,N,
-3.05668,104.46146,306.72,1.11,1.05,2023/09/13,1514,Terra,MODIS,68,6.1NRT,293.43,6.91,N,
-2.81526,104.62117,317.5,1.13,1.06,2023/09/13,1514,Terra,MODIS,95,6.1NRT,293.32,17.24,N,
-2.75043,104.24268,326.74,4.11,1.88,2023/09/14,618,Aqua,MODIS,81,6.1NRT,291.24,156.41,D,
-2.74523,104.27878,315.99,4.08,1.87,2023/09/14,618,Aqua,MODIS,64,6.1NRT,291.34,72.16,D,
-2.75541,104.25111,331,4.11,1.88,2023/09/14,618,Aqua,MODIS,84,6.1NRT,291.99,196.43,D,
-3.1322,104.68866,313.68,3.85,1.83,2023/09/14,618,Aqua,MODIS,56,6.1NRT,291.58,44.02,D,
-2.382,104.31315,305.22,1.31,1.14,2023/09/14,1843,Aqua,MODIS,63,6.1NRT,291.12,9.01,N,
-2.74837,104.28817,303.67,1.31,1.13,2023/09/14,1843,Aqua,MODIS,56,6.1NRT,290.18,6.98,N,
-2.74592,104.28185,302.45,1.31,1.13,2023/09/14,1843,Aqua,MODIS,48,6.1NRT,290.08,5.9,N,
-2.80971,104.62938,310.19,1.24,1.11,2023/09/14,1843,Aqua,MODIS,79,6.1NRT,291.19,11.47,N,
-2.81956,104.62793,308.8,1.24,1.11,2023/09/14,1843,Aqua,MODIS,76,6.1NRT,290.73,10.62,N,
-3.10289,105.08404,302.62,1.16,1.07,2023/09/14,1843,Aqua,MODIS,50,6.1NRT,289.08,6,N,
-3.14266,105.0887,305.66,1.16,1.07,2023/09/14,1843,Aqua,MODIS,65,6.1NRT,290.5,7.41,N,
-3.14667,105.08233,303.54,1.16,1.07,2023/09/14,1843,Aqua,MODIS,56,6.1NRT,290.75,6.63,N,
-3.13888,104.70706,305.95,1.22,1.1,2023/09/14,1843,Aqua,MODIS,66,6.1NRT,290.65,8.54,N,
-3.14051,104.71783,302.69,1.22,1.1,2023/09/14,1843,Aqua,MODIS,51,6.1NRT,291.1,5.91,N,
-3.03913,104.9992,318.12,1.91,1.35,2023/09/15,236,Terra,MODIS,70,6.1NRT,290.25,26.3,D,
-3.05312,105.30371,317,1.81,1.32,2023/09/15,236,Terra,MODIS,31,6.1NRT,298.82,19.18,D,
-3.03656,104.98239,316.16,1.91,1.35,2023/09/15,236,Terra,MODIS,65,6.1NRT,292.49,21.01,D,
-3.12243,104.6986,357.34,2.01,1.38,2023/09/15,236,Terra,MODIS,98,6.1NRT,298.14,196.18,D,
-3.12508,104.71625,328.96,2,1.38,2023/09/15,236,Terra,MODIS,82,6.1NRT,296.29,50.51,D,
-3.13466,104.69682,332.17,2.01,1.38,2023/09/15,236,Terra,MODIS,85,6.1NRT,298.74,64.11,D,
-3.1373,104.71446,322.35,2,1.38,2023/09/15,236,Terra,MODIS,76,6.1NRT,297.99,30.06,D,
-3.13687,105.27444,324.59,1.09,1.04,2023/09/15,701,Aqua,MODIS,54,6.1NRT,301.59,12.96,D,
-3.129,105.26346,353.25,1.08,1.04,2023/09/15,701,Aqua,MODIS,96,6.1NRT,301.89,67.04,D,
-3.08978,105.20872,336.31,1.08,1.04,2023/09/15,701,Aqua,MODIS,86,6.1NRT,302.88,32.51,D,
-3.09118,105.19915,328.79,1.08,1.04,2023/09/15,701,Aqua,MODIS,79,6.1NRT,301.67,21.24,D,
-3.09678,105.16098,330.35,1.07,1.03,2023/09/15,701,Aqua,MODIS,81,6.1NRT,301.52,22.61,D,
-3.09818,105.15146,323.89,1.07,1.03,2023/09/15,701,Aqua,MODIS,73,6.1NRT,304.74,13.8,D,
-3.10514,105.10397,339.15,1.07,1.03,2023/09/15,701,Aqua,MODIS,88,6.1NRT,303.28,35.31,D,
-3.09233,105.06342,355.45,1.07,1.03,2023/09/15,701,Aqua,MODIS,92,6.1NRT,304.13,67.75,D,
-3.08315,105.06207,351.92,1.07,1.03,2023/09/15,701,Aqua,MODIS,96,6.1NRT,301.55,60.95,D,
-3.08455,105.05263,362.97,1.07,1.03,2023/09/15,701,Aqua,MODIS,100,6.1NRT,303.42,91.1,D,
-3.08594,105.04319,349.99,1.06,1.03,2023/09/15,701,Aqua,MODIS,95,6.1NRT,302.15,56.23,D,
-3.12447,104.78176,346.69,1.04,1.02,2023/09/15,701,Aqua,MODIS,76,6.1NRT,297.98,50.57,D,
-3.14072,104.6712,320.03,1.04,1.02,2023/09/15,701,Aqua,MODIS,44,6.1NRT,296.94,9.84,D,
-3.07843,105.046,324.45,1.07,1.03,2023/09/15,701,Aqua,MODIS,74,6.1NRT,297.92,16.11,D,
