batch_size,epochs,model__activation,model__dropout_rate,model__optimizer,score
8,1500,elu,0.05,sgd,-0.2556106412699812
32,1500,softplus,0.1,adam,-0.25562754503294194
2,1500,elu,0.1,rmsprop,-0.25590036468002497
4,1500,relu,0.1,sgd,-0.2559916497875151
8,1500,elu,0.25,rmsprop,-0.25681870849960786
4,1500,elu,0.15,adam,-0.2568237394506464
4,1500,elu,0.05,adam,-0.25690451585776813
16,1500,elu,0.2,sgd,-0.2569093133758792
16,1500,elu,0.15,sgd,-0.25701690581172526
8,1500,elu,0.15,sgd,-0.2570436114993944
4,1500,softplus,0.15,sgd,-0.2573067261963546
8,1500,elu,0.2,sgd,-0.25734861662521324
32,1500,relu,0.15,sgd,-0.2574430642870611
8,1500,selu,0.25,adamax,-0.2574997939499458
32,1500,softplus,0.15,sgd,-0.2577209509617101
8,1500,relu,0.1,sgd,-0.2579964211710145
32,1500,elu,0.05,sgd,-0.2582951208789308
2,1500,elu,0.1,adamax,-0.2584188756526057
16,1500,elu,0.05,sgd,-0.2586143987877072
32,1500,softplus,0.2,sgd,-0.2589169056988785
4,1500,elu,0.2,adam,-0.25911078746855176
16,1500,elu,0.1,sgd,-0.25911840055605645
32,1500,relu,0.05,sgd,-0.25915183161673766
8,1500,relu,0.2,sgd,-0.25918058831932284
32,1500,relu,0.2,adamax,-0.2592325859136528
4,1500,relu,0.25,sgd,-0.25934003326004024
8,1500,elu,0.25,sgd,-0.25934286409740603
8,1500,relu,0.25,sgd,-0.25934460193789977
32,1500,elu,0.15,sgd,-0.2593866399809707
16,1500,softplus,0.15,sgd,-0.2594786660191505
16,1500,relu,0.1,sgd,-0.2594826953136947
2,1500,softplus,0.1,sgd,-0.2594887795018242
16,1500,relu,0.15,sgd,-0.2595119130295416
8,1500,relu,0.05,sgd,-0.25964995121636203
16,1500,relu,0.25,sgd,-0.259710891226403
32,1500,elu,0.1,sgd,-0.25980156213520067
16,1500,relu,0.2,sgd,-0.25997418589170423
8,1500,relu,0.15,sgd,-0.2599865034597723
16,1500,elu,0.25,sgd,-0.26007473070797066
32,1500,elu,0.25,sgd,-0.2603295065301839
32,1500,relu,0.25,sgd,-0.2605335446498465
16,1500,relu,0.05,sgd,-0.26074103224570144
16,1500,softplus,0.2,sgd,-0.26084348530528545
4,1500,relu,0.15,sgd,-0.2610589939484189
4,1500,softplus,0.25,sgd,-0.26112450402717396
4,1500,elu,0.15,rmsprop,-0.2611540666115352
32,1500,softplus,0.05,sgd,-0.2611752069405089
8,1500,selu,0.1,rmsprop,-0.26124896574467554
32,1500,elu,0.2,sgd,-0.2613201531765389
32,1500,softplus,0.1,sgd,-0.26141513715485154
2,1500,softplus,0.2,sgd,-0.26143021199441435
4,1500,softplus,0.05,sgd,-0.2615114901838396
8,1500,softplus,0.2,sgd,-0.2616902005299475
32,1500,relu,0.2,sgd,-0.2620611149540973
2,1500,relu,0.25,adam,-0.2621091187101926
32,1500,relu,0.1,sgd,-0.2621454226146126
2,1500,softplus,0.25,sgd,-0.2622923552597739
16,1500,softplus,0.25,sgd,-0.2625909269697534
16,1500,softplus,0.05,sgd,-0.2629563744517003
2,1500,softplus,0.15,sgd,-0.2631330002420433
4,1500,elu,0.25,adam,-0.2648293235402259
8,1500,elu,0.15,rmsprop,-0.26488317378217136
16,1500,softplus,0.1,sgd,-0.26516811215722313
4,1500,elu,0.2,rmsprop,-0.26580610644521385
4,1500,selu,0.15,adam,-0.26860593453937565
8,1500,selu,0.05,rmsprop,-0.2687129279202649
32,1500,selu,0.2,rmsprop,-0.2690527081310909
4,1500,selu,0.05,rmsprop,-0.27028872354668376
8,1500,selu,0.15,adamax,-0.27052900003575125
16,1500,selu,0.15,adamax,-0.2710258658817849
32,1500,relu,0.05,rmsprop,-0.27196186437213177
8,1500,elu,0.2,adam,-0.27257149839228734
4,1500,elu,0.1,rmsprop,-0.2744394284742934
8,1500,selu,0.25,rmsprop,-0.27499586858272274
8,1500,relu,0.25,adam,-0.2753329198312735
8,1500,selu,0.1,adamax,-0.2764383780174394
8,1500,selu,0.05,adam,-0.27727933242162667
4,1500,relu,0.2,adam,-0.278415329108292
2,1500,elu,0.1,adam,-0.2784157725818027
32,1500,selu,0.05,rmsprop,-0.27934912664444506
8,1500,selu,0.15,rmsprop,-0.27936343709164163
4,1500,selu,0.15,rmsprop,-0.28000893970590185
4,1500,softplus,0.05,adam,-0.2802009078288421
8,1500,selu,0.2,rmsprop,-0.2805769014145532
4,1500,elu,0.05,rmsprop,-0.2817883312104794
16,1500,selu,0.2,rmsprop,-0.2849088052767616
32,1500,selu,0.15,adam,-0.28562414760423216
4,1500,selu,0.2,rmsprop,-0.28581400614766916
16,1500,relu,0.25,adam,-0.28701031287478174
4,1500,elu,0.1,adam,-0.28733961112194223
2,1500,selu,0.2,adamax,-0.2876179846674452
8,1500,elu,0.1,adam,-0.28958913449791135
2,1500,selu,0.05,adamax,-0.2897002705744371
4,1500,selu,0.1,rmsprop,-0.2897251217889174
4,1500,selu,0.1,adamax,-0.2905626506853062
16,1500,selu,0.15,adam,-0.29110974696348757
4,1500,selu,0.15,adamax,-0.29302783882480915
32,1500,relu,0.15,adamax,-0.2933066411280531
2,1500,selu,0.15,adamax,-0.29383661031613095
16,1500,selu,0.2,adam,-0.2938592230945122
2,1500,selu,0.05,rmsprop,-0.29478082400435435
16,1500,selu,0.1,rmsprop,-0.29528019462973587
32,1500,selu,0.25,rmsprop,-0.29743570909261824
16,1500,selu,0.25,adam,-0.2977663670865251
4,1500,selu,0.2,adamax,-0.2993925246710664
8,1500,elu,0.25,adam,-0.30028609338707796
32,1500,selu,0.15,rmsprop,-0.30076643115768775
16,1500,relu,0.15,adam,-0.30107854271936746
32,1500,selu,0.25,adam,-0.30220379395108665
2,1500,softplus,0.25,adam,-0.30425661658505
2,1500,selu,0.1,adamax,-0.3060359504545475
32,1500,selu,0.2,adam,-0.30657203718625625
32,1500,selu,0.1,adam,-0.3094997703166149
16,1500,selu,0.1,adam,-0.31149381804867754
4,1500,relu,0.05,adam,-0.31181318241009454
2,1500,softplus,0.1,adam,-0.3159371628573959
16,1500,selu,0.05,rmsprop,-0.3162094113326531
16,1500,selu,0.15,rmsprop,-0.3170061524583828
16,1500,selu,0.2,adamax,-0.31817161472083855
8,1500,relu,0.15,adamax,-0.3194370895592461
8,1500,elu,0.15,adam,-0.31962102473793463
4,1500,relu,0.1,adamax,-0.3239380974313175
2,1500,selu,0.25,adamax,-0.3242761548146521
16,1500,relu,0.1,adam,-0.32521758919489946
8,1500,elu,0.05,adam,-0.3272067270830565
32,1500,relu,0.05,adamax,-0.3297838793303782
8,1500,selu,0.2,adamax,-0.3300304596829685
16,1500,selu,0.05,adam,-0.3301302440365827
4,1500,selu,0.25,adamax,-0.3325261917270854
16,1500,selu,0.25,rmsprop,-0.33546196846937326
32,1500,selu,0.05,adam,-0.34177248074427574
8,1500,relu,0.1,adamax,-0.3776722387497723
8,1500,softplus,0.25,adam,-0.3984759555931256
4,1500,selu,0.05,adamax,-0.4026026563452316
32,1500,relu,0.15,rmsprop,-0.43683096186301484
16,1500,relu,0.2,adam,-0.4456643681345411
32,1500,relu,0.2,adam,-0.4526783313695703
16,1500,relu,0.05,rmsprop,-0.46829403145820225
32,1500,relu,0.25,adam,-0.6901308637602442
32,1500,relu,0.1,adam,-0.7506266332977617
8,1500,relu,0.05,adamax,-0.7585717337641222
16,1500,relu,0.1,adamax,-0.7615079903145866
16,1500,relu,0.05,adamax,-0.8680609754204842
16,1500,relu,0.05,adam,-1.0752263333023924
4,1500,relu,0.05,adamax,-1.4554739765220164
32,1500,relu,0.05,adam,-1.508786617891815
